Manufacturer,Permit Number,DATE,VIN NUMBER,"VEHICLE IS CAPABLE OF OPERATING WITHOUT A DRIVER
(Yes or No)","DRIVER PRESENT
(Yes or No)","DISENGAGEMENT INITIATED BY
(AV System, Test Driver, Remote Operator, or Passenger)","DISENGAGEMENT
LOCATION
(Interstate, Freeway, Highway, Rural Road, Street, or Parking Facility)",DESCRIPTION OF FACTS CAUSING DISENGAGEMENT
"Udelv, Inc",AVT029,02/20/19,NM0LS7F79J1360493,Yes,Yes,Test Driver,Street,"Unwanted maneuver or stop by vehicle - the vehicle's trajectory planner produced a trajectory that was unsatisfactory, or the vehicle's control systems failed to follow a planned trajectory with sufficient accuracy"
"Udelv, Inc",AVT029,02/20/19,NM0LS7F79J1360493,Yes,Yes,Test Driver,Street,"Unwanted maneuver or stop by vehicle - the vehicle's trajectory planner produced a trajectory that was unsatisfactory, or the vehicle's control systems failed to follow a planned trajectory with sufficient accuracy"
"Udelv, Inc",AVT029,02/20/19,NM0LS7F79J1360493,Yes,Yes,Test Driver,Street,"Unwanted maneuver or stop by vehicle - the vehicle's trajectory planner produced a trajectory that was unsatisfactory, or the vehicle's control systems failed to follow a planned trajectory with sufficient accuracy"
"Udelv, Inc",AVT029,02/20/19,NM0LS7F79J1360493,Yes,Yes,Test Driver,Street,"Unwanted maneuver or stop by vehicle - the vehicle's trajectory planner produced a trajectory that was unsatisfactory, or the vehicle's control systems failed to follow a planned trajectory with sufficient accuracy"
"Udelv, Inc",AVT029,02/20/19,NM0LS7F79J1360493,Yes,Yes,Test Driver,Street,"Unwanted maneuver or stop by vehicle - the vehicle's trajectory planner produced a trajectory that was unsatisfactory, or the vehicle's control systems failed to follow a planned trajectory with sufficient accuracy"
"Udelv, Inc",AVT029,02/20/19,NM0LS7F79J1360493,Yes,Yes,Test Driver,Street,"Unwanted maneuver or stop by vehicle - the vehicle's trajectory planner produced a trajectory that was unsatisfactory, or the vehicle's control systems failed to follow a planned trajectory with sufficient accuracy"
"Udelv, Inc",AVT029,02/25/19,NM0LS7F79J1360493,Yes,Yes,Test Driver,Street,"Perception discrepancy - a discrepancy arose between how vehicle's perception sensor (radar, lidar, and camera) data perceived the vehicle's environment, and how a human driver perceived the environment"
"Udelv, Inc",AVT029,08/12/19,NM0LS7F79J1360493,Yes,Yes,Test Driver,Street,"Unwanted maneuver or stop by vehicle - the vehicle's trajectory planner produced a trajectory that was unsatisfactory, or the vehicle's control systems failed to follow a planned trajectory with sufficient accuracy"
"Udelv, Inc",AVT029,08/12/19,NM0LS7F79J1360493,Yes,Yes,Test Driver,Street,"Unwanted maneuver or stop by vehicle - the vehicle's trajectory planner produced a trajectory that was unsatisfactory, or the vehicle's control systems failed to follow a planned trajectory with sufficient accuracy"
"Udelv, Inc",AVT029,08/12/19,NM0LS7F79J1360493,Yes,Yes,Test Driver,Street,"Perception discrepancy - a discrepancy arose between how vehicle's perception sensor (radar, lidar, and camera) data perceived the vehicle's environment, and how a human driver perceived the environment"
"Udelv, Inc",AVT029,08/12/19,NM0LS7F79J1360493,Yes,Yes,Test Driver,Street,"Unwanted maneuver or stop by vehicle - the vehicle's trajectory planner produced a trajectory that was unsatisfactory, or the vehicle's control systems failed to follow a planned trajectory with sufficient accuracy"
"Udelv, Inc",AVT029,08/15/19,NM0LS7F79J1360493,Yes,Yes,Test Driver,Street,"Software/Hardware problem - a vehicle software or hardware system stopped operating normally; includes issues related to computing/sensing hardware, vehicle actuation hardware, operating system software, and intra-vehicle communication software"
"Udelv, Inc",AVT029,08/15/19,NM0LS7F79J1360493,Yes,Yes,Test Driver,Street,"Perception discrepancy - a discrepancy arose between how vehicle's perception sensor (radar, lidar, and camera) data perceived the vehicle's environment, and how a human driver perceived the environment"
"Udelv, Inc",AVT029,08/15/19,NM0LS7F79J1360493,Yes,Yes,Test Driver,Street,"Perception discrepancy - a discrepancy arose between how vehicle's perception sensor (radar, lidar, and camera) data perceived the vehicle's environment, and how a human driver perceived the environment"
"Udelv, Inc",AVT029,08/15/19,NM0LS7F79J1360493,Yes,Yes,Test Driver,Street,"Unwanted maneuver or stop by vehicle - the vehicle's trajectory planner produced a trajectory that was unsatisfactory, or the vehicle's control systems failed to follow a planned trajectory with sufficient accuracy"
"Udelv, Inc",AVT029,08/15/19,NM0LS7F79J1360493,Yes,Yes,Test Driver,Street,"Unwanted maneuver or stop by vehicle - the vehicle's trajectory planner produced a trajectory that was unsatisfactory, or the vehicle's control systems failed to follow a planned trajectory with sufficient accuracy"
"Udelv, Inc",AVT029,08/16/19,NM0LS7F79J1360493,Yes,Yes,Test Driver,Street,"Unwanted maneuver or stop by vehicle - the vehicle's trajectory planner produced a trajectory that was unsatisfactory, or the vehicle's control systems failed to follow a planned trajectory with sufficient accuracy"
"Udelv, Inc",AVT029,08/16/19,NM0LS7F79J1360493,Yes,Yes,Test Driver,Street,"Unwanted maneuver or stop by vehicle - the vehicle's trajectory planner produced a trajectory that was unsatisfactory, or the vehicle's control systems failed to follow a planned trajectory with sufficient accuracy"
"Udelv, Inc",AVT029,08/16/19,NM0LS7F79J1360493,Yes,Yes,Test Driver,Street,"Unwanted maneuver or stop by vehicle - the vehicle's trajectory planner produced a trajectory that was unsatisfactory, or the vehicle's control systems failed to follow a planned trajectory with sufficient accuracy"
"Udelv, Inc",AVT029,08/19/19,NM0LS7F79J1360493,Yes,Yes,Test Driver,Street,"Unwanted maneuver or stop by vehicle - the vehicle's trajectory planner produced a trajectory that was unsatisfactory, or the vehicle's control systems failed to follow a planned trajectory with sufficient accuracy"
"Udelv, Inc",AVT029,08/19/19,NM0LS7F79J1360493,Yes,Yes,Test Driver,Street,"Unwanted maneuver or stop by vehicle - the vehicle's trajectory planner produced a trajectory that was unsatisfactory, or the vehicle's control systems failed to follow a planned trajectory with sufficient accuracy"
"Udelv, Inc",AVT029,08/20/19,NM0LS7F79J1360493,Yes,Yes,Test Driver,Street,"Unwanted maneuver or stop by vehicle - the vehicle's trajectory planner produced a trajectory that was unsatisfactory, or the vehicle's control systems failed to follow a planned trajectory with sufficient accuracy"
"Udelv, Inc",AVT029,08/20/19,NM0LS7F79J1360493,Yes,Yes,Test Driver,Street,"Unwanted maneuver or stop by vehicle - the vehicle's trajectory planner produced a trajectory that was unsatisfactory, or the vehicle's control systems failed to follow a planned trajectory with sufficient accuracy"
"Udelv, Inc",AVT029,08/20/19,NM0LS7F79J1360493,Yes,Yes,Test Driver,Street,"Unwanted maneuver or stop by vehicle - the vehicle's trajectory planner produced a trajectory that was unsatisfactory, or the vehicle's control systems failed to follow a planned trajectory with sufficient accuracy"
"Udelv, Inc",AVT029,08/20/19,NM0LS7F79J1360493,Yes,Yes,Test Driver,Street,"Unwanted maneuver or stop by vehicle - the vehicle's trajectory planner produced a trajectory that was unsatisfactory, or the vehicle's control systems failed to follow a planned trajectory with sufficient accuracy"
"Udelv, Inc",AVT029,08/20/19,NM0LS7F79J1360493,Yes,Yes,Test Driver,Street,"Unwanted maneuver or stop by vehicle - the vehicle's trajectory planner produced a trajectory that was unsatisfactory, or the vehicle's control systems failed to follow a planned trajectory with sufficient accuracy"
"Udelv, Inc",AVT029,08/20/19,NM0LS7F79J1360493,Yes,Yes,Test Driver,Street,"Unwanted maneuver or stop by vehicle - the vehicle's trajectory planner produced a trajectory that was unsatisfactory, or the vehicle's control systems failed to follow a planned trajectory with sufficient accuracy"
"Udelv, Inc",AVT029,08/21/19,NM0LS7F79J1360493,Yes,Yes,Test Driver,Street,"Unwanted maneuver or stop by vehicle - the vehicle's trajectory planner produced a trajectory that was unsatisfactory, or the vehicle's control systems failed to follow a planned trajectory with sufficient accuracy"
"Udelv, Inc",AVT029,08/22/19,NM0LS7F79J1360493,Yes,Yes,Test Driver,Street,"Unwanted maneuver or stop by vehicle - the vehicle's trajectory planner produced a trajectory that was unsatisfactory, or the vehicle's control systems failed to follow a planned trajectory with sufficient accuracy"
"Udelv, Inc",AVT029,08/23/19,NM0LS7F79J1360493,Yes,Yes,Test Driver,Street,"Unwanted maneuver or stop by vehicle - the vehicle's trajectory planner produced a trajectory that was unsatisfactory, or the vehicle's control systems failed to follow a planned trajectory with sufficient accuracy"
"Udelv, Inc",AVT029,08/23/19,NM0LS7F79J1360493,Yes,Yes,Test Driver,Street,"Unwanted maneuver or stop by vehicle - the vehicle's trajectory planner produced a trajectory that was unsatisfactory, or the vehicle's control systems failed to follow a planned trajectory with sufficient accuracy"
"Udelv, Inc",AVT029,08/23/19,NM0LS7F79J1360493,Yes,Yes,Test Driver,Street,"Unwanted maneuver or stop by vehicle - the vehicle's trajectory planner produced a trajectory that was unsatisfactory, or the vehicle's control systems failed to follow a planned trajectory with sufficient accuracy"
"Udelv, Inc",AVT029,08/23/19,NM0LS7F79J1360493,Yes,Yes,Test Driver,Street,"Unwanted maneuver or stop by vehicle - the vehicle's trajectory planner produced a trajectory that was unsatisfactory, or the vehicle's control systems failed to follow a planned trajectory with sufficient accuracy"
"Udelv, Inc",AVT029,08/23/19,NM0LS7F79J1360493,Yes,Yes,Test Driver,Street,"Unwanted maneuver or stop by vehicle - the vehicle's trajectory planner produced a trajectory that was unsatisfactory, or the vehicle's control systems failed to follow a planned trajectory with sufficient accuracy"
"Udelv, Inc",AVT029,08/23/19,NM0LS7F79J1360493,Yes,Yes,Test Driver,Street,"Unwanted maneuver or stop by vehicle - the vehicle's trajectory planner produced a trajectory that was unsatisfactory, or the vehicle's control systems failed to follow a planned trajectory with sufficient accuracy"
"Udelv, Inc",AVT029,08/23/19,NM0LS7F79J1360493,Yes,Yes,Test Driver,Street,"Unwanted maneuver or stop by vehicle - the vehicle's trajectory planner produced a trajectory that was unsatisfactory, or the vehicle's control systems failed to follow a planned trajectory with sufficient accuracy"
"Udelv, Inc",AVT029,08/23/19,NM0LS7F79J1360493,Yes,Yes,Test Driver,Street,"Unwanted maneuver or stop by vehicle - the vehicle's trajectory planner produced a trajectory that was unsatisfactory, or the vehicle's control systems failed to follow a planned trajectory with sufficient accuracy"
"Udelv, Inc",AVT029,08/23/19,NM0LS7F79J1360493,Yes,Yes,Test Driver,Street,"Unwanted maneuver or stop by vehicle - the vehicle's trajectory planner produced a trajectory that was unsatisfactory, or the vehicle's control systems failed to follow a planned trajectory with sufficient accuracy"
"Udelv, Inc",AVT029,08/23/19,NM0LS7F79J1360493,Yes,Yes,Test Driver,Street,"Unwanted maneuver or stop by vehicle - the vehicle's trajectory planner produced a trajectory that was unsatisfactory, or the vehicle's control systems failed to follow a planned trajectory with sufficient accuracy"
"Udelv, Inc",AVT029,08/23/19,NM0LS7F79J1360493,Yes,Yes,Test Driver,Street,"Unwanted maneuver or stop by vehicle - the vehicle's trajectory planner produced a trajectory that was unsatisfactory, or the vehicle's control systems failed to follow a planned trajectory with sufficient accuracy"
"Udelv, Inc",AVT029,08/23/19,NM0LS7F79J1360493,Yes,Yes,Test Driver,Street,"Unwanted maneuver or stop by vehicle - the vehicle's trajectory planner produced a trajectory that was unsatisfactory, or the vehicle's control systems failed to follow a planned trajectory with sufficient accuracy"
"Udelv, Inc",AVT029,08/28/19,NM0LS7F79J1360493,Yes,Yes,Test Driver,Street,"Unwanted maneuver or stop by vehicle - the vehicle's trajectory planner produced a trajectory that was unsatisfactory, or the vehicle's control systems failed to follow a planned trajectory with sufficient accuracy"
"Udelv, Inc",AVT029,08/28/19,NM0LS7F79J1360493,Yes,Yes,Test Driver,Street,"Unwanted maneuver or stop by vehicle - the vehicle's trajectory planner produced a trajectory that was unsatisfactory, or the vehicle's control systems failed to follow a planned trajectory with sufficient accuracy"
"Udelv, Inc",AVT029,08/28/19,NM0LS7F79J1360493,Yes,Yes,Test Driver,Street,"Unwanted maneuver or stop by vehicle - the vehicle's trajectory planner produced a trajectory that was unsatisfactory, or the vehicle's control systems failed to follow a planned trajectory with sufficient accuracy"
"Udelv, Inc",AVT029,08/28/19,NM0LS7F79J1360493,Yes,Yes,Test Driver,Street,"Unwanted maneuver or stop by vehicle - the vehicle's trajectory planner produced a trajectory that was unsatisfactory, or the vehicle's control systems failed to follow a planned trajectory with sufficient accuracy"
"Udelv, Inc",AVT029,08/28/19,NM0LS7F79J1360493,Yes,Yes,Test Driver,Street,"Unwanted maneuver or stop by vehicle - the vehicle's trajectory planner produced a trajectory that was unsatisfactory, or the vehicle's control systems failed to follow a planned trajectory with sufficient accuracy"
"Udelv, Inc",AVT029,08/28/19,NM0LS7F79J1360493,Yes,Yes,Test Driver,Street,"Unwanted maneuver or stop by vehicle - the vehicle's trajectory planner produced a trajectory that was unsatisfactory, or the vehicle's control systems failed to follow a planned trajectory with sufficient accuracy"
"Udelv, Inc",AVT029,08/29/19,NM0LS7F79J1360493,Yes,Yes,Test Driver,Street,"Unwanted maneuver or stop by vehicle - the vehicle's trajectory planner produced a trajectory that was unsatisfactory, or the vehicle's control systems failed to follow a planned trajectory with sufficient accuracy"
"Udelv, Inc",AVT029,08/29/19,NM0LS7F79J1360493,Yes,Yes,Test Driver,Street,"Unwanted maneuver or stop by vehicle - the vehicle's trajectory planner produced a trajectory that was unsatisfactory, or the vehicle's control systems failed to follow a planned trajectory with sufficient accuracy"
"Udelv, Inc",AVT029,08/29/19,NM0LS7F79J1360493,Yes,Yes,Test Driver,Street,"Unwanted maneuver or stop by vehicle - the vehicle's trajectory planner produced a trajectory that was unsatisfactory, or the vehicle's control systems failed to follow a planned trajectory with sufficient accuracy"
"Udelv, Inc",AVT029,08/29/19,NM0LS7F79J1360493,Yes,Yes,Test Driver,Street,"Unwanted maneuver or stop by vehicle - the vehicle's trajectory planner produced a trajectory that was unsatisfactory, or the vehicle's control systems failed to follow a planned trajectory with sufficient accuracy"
"Udelv, Inc",AVT029,09/05/19,NM0LS7F79J1360493,Yes,Yes,Test Driver,Street,"Unwanted maneuver or stop by vehicle - the vehicle's trajectory planner produced a trajectory that was unsatisfactory, or the vehicle's control systems failed to follow a planned trajectory with sufficient accuracy"
"Udelv, Inc",AVT029,09/05/19,NM0LS7F79J1360493,Yes,Yes,Test Driver,Street,"Unwanted maneuver or stop by vehicle - the vehicle's trajectory planner produced a trajectory that was unsatisfactory, or the vehicle's control systems failed to follow a planned trajectory with sufficient accuracy"
"Udelv, Inc",AVT029,09/05/19,NM0LS7F79J1360493,Yes,Yes,Test Driver,Street,"Perception discrepancy - a discrepancy arose between how vehicle's perception sensor (radar, lidar, and camera) data perceived the vehicle's environment, and how a human driver perceived the environment"
"Udelv, Inc",AVT029,09/05/19,NM0LS7F79J1360493,Yes,Yes,Test Driver,Street,"Unwanted maneuver or stop by vehicle - the vehicle's trajectory planner produced a trajectory that was unsatisfactory, or the vehicle's control systems failed to follow a planned trajectory with sufficient accuracy"
"Udelv, Inc",AVT029,09/05/19,NM0LS7F79J1360493,Yes,Yes,Test Driver,Street,"Unwanted maneuver or stop by vehicle - the vehicle's trajectory planner produced a trajectory that was unsatisfactory, or the vehicle's control systems failed to follow a planned trajectory with sufficient accuracy"
"Udelv, Inc",AVT029,09/05/19,NM0LS7F79J1360493,Yes,Yes,Test Driver,Street,"Unwanted maneuver or stop by vehicle - the vehicle's trajectory planner produced a trajectory that was unsatisfactory, or the vehicle's control systems failed to follow a planned trajectory with sufficient accuracy"
"Udelv, Inc",AVT029,09/05/19,NM0LS7F79J1360493,Yes,Yes,Test Driver,Street,"Unwanted maneuver or stop by vehicle - the vehicle's trajectory planner produced a trajectory that was unsatisfactory, or the vehicle's control systems failed to follow a planned trajectory with sufficient accuracy"
"Udelv, Inc",AVT029,09/05/19,NM0LS7F79J1360493,Yes,Yes,Test Driver,Street,"Unwanted maneuver or stop by vehicle - the vehicle's trajectory planner produced a trajectory that was unsatisfactory, or the vehicle's control systems failed to follow a planned trajectory with sufficient accuracy"
"Udelv, Inc",AVT029,09/05/19,NM0LS7F79J1360493,Yes,Yes,Test Driver,Street,"Unwanted maneuver or stop by vehicle - the vehicle's trajectory planner produced a trajectory that was unsatisfactory, or the vehicle's control systems failed to follow a planned trajectory with sufficient accuracy"
"Udelv, Inc",AVT029,09/05/19,NM0LS7F79J1360493,Yes,Yes,Test Driver,Street,"Unwanted maneuver or stop by vehicle - the vehicle's trajectory planner produced a trajectory that was unsatisfactory, or the vehicle's control systems failed to follow a planned trajectory with sufficient accuracy"
"Udelv, Inc",AVT029,09/05/19,NM0LS7F79J1360493,Yes,Yes,Test Driver,Street,"Unwanted maneuver or stop by vehicle - the vehicle's trajectory planner produced a trajectory that was unsatisfactory, or the vehicle's control systems failed to follow a planned trajectory with sufficient accuracy"
"Udelv, Inc",AVT029,09/05/19,NM0LS7F79J1360493,Yes,Yes,Test Driver,Street,"Unwanted maneuver or stop by vehicle - the vehicle's trajectory planner produced a trajectory that was unsatisfactory, or the vehicle's control systems failed to follow a planned trajectory with sufficient accuracy"
"Udelv, Inc",AVT029,09/05/19,NM0LS7F79J1360493,Yes,Yes,Test Driver,Street,"Unwanted maneuver or stop by vehicle - the vehicle's trajectory planner produced a trajectory that was unsatisfactory, or the vehicle's control systems failed to follow a planned trajectory with sufficient accuracy"
"Udelv, Inc",AVT029,09/05/19,NM0LS7F79J1360493,Yes,Yes,Test Driver,Street,"Unwanted maneuver or stop by vehicle - the vehicle's trajectory planner produced a trajectory that was unsatisfactory, or the vehicle's control systems failed to follow a planned trajectory with sufficient accuracy"
"Udelv, Inc",AVT029,09/05/19,NM0LS7F79J1360493,Yes,Yes,Test Driver,Street,"Unwanted maneuver or stop by vehicle - the vehicle's trajectory planner produced a trajectory that was unsatisfactory, or the vehicle's control systems failed to follow a planned trajectory with sufficient accuracy"
"Udelv, Inc",AVT029,09/05/19,NM0LS7F79J1360493,Yes,Yes,Test Driver,Street,"Unwanted maneuver or stop by vehicle - the vehicle's trajectory planner produced a trajectory that was unsatisfactory, or the vehicle's control systems failed to follow a planned trajectory with sufficient accuracy"
"Udelv, Inc",AVT029,09/06/19,NM0LS7F79J1360493,Yes,Yes,Test Driver,Street,"Unwanted maneuver or stop by vehicle - the vehicle's trajectory planner produced a trajectory that was unsatisfactory, or the vehicle's control systems failed to follow a planned trajectory with sufficient accuracy"
"Udelv, Inc",AVT029,09/06/19,NM0LS7F79J1360493,Yes,Yes,Test Driver,Street,"Unwanted maneuver or stop by vehicle - the vehicle's trajectory planner produced a trajectory that was unsatisfactory, or the vehicle's control systems failed to follow a planned trajectory with sufficient accuracy"
"Udelv, Inc",AVT029,09/06/19,NM0LS7F79J1360493,Yes,Yes,Test Driver,Street,"Unwanted maneuver or stop by vehicle - the vehicle's trajectory planner produced a trajectory that was unsatisfactory, or the vehicle's control systems failed to follow a planned trajectory with sufficient accuracy"
"Udelv, Inc",AVT029,09/06/19,NM0LS7F79J1360493,Yes,Yes,Test Driver,Street,"Unwanted maneuver or stop by vehicle - the vehicle's trajectory planner produced a trajectory that was unsatisfactory, or the vehicle's control systems failed to follow a planned trajectory with sufficient accuracy"
"Udelv, Inc",AVT029,09/06/19,NM0LS7F79J1360493,Yes,Yes,Test Driver,Street,"Unwanted maneuver or stop by vehicle - the vehicle's trajectory planner produced a trajectory that was unsatisfactory, or the vehicle's control systems failed to follow a planned trajectory with sufficient accuracy"
"Udelv, Inc",AVT029,09/06/19,NM0LS7F79J1360493,Yes,Yes,Test Driver,Street,"Unwanted maneuver or stop by vehicle - the vehicle's trajectory planner produced a trajectory that was unsatisfactory, or the vehicle's control systems failed to follow a planned trajectory with sufficient accuracy"
"Udelv, Inc",AVT029,09/06/19,NM0LS7F79J1360493,Yes,Yes,Test Driver,Street,"Unwanted maneuver or stop by vehicle - the vehicle's trajectory planner produced a trajectory that was unsatisfactory, or the vehicle's control systems failed to follow a planned trajectory with sufficient accuracy"
"Udelv, Inc",AVT029,09/06/19,NM0LS7F79J1360493,Yes,Yes,Test Driver,Street,"Unwanted maneuver or stop by vehicle - the vehicle's trajectory planner produced a trajectory that was unsatisfactory, or the vehicle's control systems failed to follow a planned trajectory with sufficient accuracy"
"Udelv, Inc",AVT029,09/06/19,NM0LS7F79J1360493,Yes,Yes,Test Driver,Street,"Unwanted maneuver or stop by vehicle - the vehicle's trajectory planner produced a trajectory that was unsatisfactory, or the vehicle's control systems failed to follow a planned trajectory with sufficient accuracy"
"Udelv, Inc",AVT029,09/06/19,NM0LS7F79J1360493,Yes,Yes,Test Driver,Street,"Unwanted maneuver or stop by vehicle - the vehicle's trajectory planner produced a trajectory that was unsatisfactory, or the vehicle's control systems failed to follow a planned trajectory with sufficient accuracy"
"Udelv, Inc",AVT029,09/06/19,NM0LS7F79J1360493,Yes,Yes,Test Driver,Street,"Unwanted maneuver or stop by vehicle - the vehicle's trajectory planner produced a trajectory that was unsatisfactory, or the vehicle's control systems failed to follow a planned trajectory with sufficient accuracy"
"Udelv, Inc",AVT029,09/06/19,NM0LS7F79J1360493,Yes,Yes,Test Driver,Street,"Unwanted maneuver or stop by vehicle - the vehicle's trajectory planner produced a trajectory that was unsatisfactory, or the vehicle's control systems failed to follow a planned trajectory with sufficient accuracy"
"Udelv, Inc",AVT029,09/06/19,NM0LS7F79J1360493,Yes,Yes,Test Driver,Street,"Unwanted maneuver or stop by vehicle - the vehicle's trajectory planner produced a trajectory that was unsatisfactory, or the vehicle's control systems failed to follow a planned trajectory with sufficient accuracy"
"Udelv, Inc",AVT029,09/09/19,NM0LS7F79J1360493,Yes,Yes,AV System,Street,"Software/Hardware problem - a vehicle software or hardware system stopped operating normally; includes issues related to computing/sensing hardware, vehicle actuation hardware, operating system software, and intra-vehicle communication software"
"Udelv, Inc",AVT029,09/09/19,NM0LS7F79J1360493,Yes,Yes,Test Driver,Street,"Unwanted maneuver or stop by vehicle - the vehicle's trajectory planner produced a trajectory that was unsatisfactory, or the vehicle's control systems failed to follow a planned trajectory with sufficient accuracy"
"Udelv, Inc",AVT029,09/09/19,NM0LS7F79J1360493,Yes,Yes,AV System,Street,"Software/Hardware problem - a vehicle software or hardware system stopped operating normally; includes issues related to computing/sensing hardware, vehicle actuation hardware, operating system software, and intra-vehicle communication software"
"Udelv, Inc",AVT029,09/09/19,NM0LS7F79J1360493,Yes,Yes,AV System,Street,"Software/Hardware problem - a vehicle software or hardware system stopped operating normally; includes issues related to computing/sensing hardware, vehicle actuation hardware, operating system software, and intra-vehicle communication software"
"Udelv, Inc",AVT029,09/09/19,NM0LS7F79J1360493,Yes,Yes,AV System,Street,"Software/Hardware problem - a vehicle software or hardware system stopped operating normally; includes issues related to computing/sensing hardware, vehicle actuation hardware, operating system software, and intra-vehicle communication software"
"Udelv, Inc",AVT029,09/09/19,NM0LS7F79J1360493,Yes,Yes,Test Driver,Street,"Unwanted maneuver or stop by vehicle - the vehicle's trajectory planner produced a trajectory that was unsatisfactory, or the vehicle's control systems failed to follow a planned trajectory with sufficient accuracy"
"Udelv, Inc",AVT029,09/09/19,NM0LS7F79J1360493,Yes,Yes,Test Driver,Street,"Unwanted maneuver or stop by vehicle - the vehicle's trajectory planner produced a trajectory that was unsatisfactory, or the vehicle's control systems failed to follow a planned trajectory with sufficient accuracy"
"Udelv, Inc",AVT029,09/09/19,NM0LS7F79J1360493,Yes,Yes,Test Driver,Street,"Unwanted maneuver or stop by vehicle - the vehicle's trajectory planner produced a trajectory that was unsatisfactory, or the vehicle's control systems failed to follow a planned trajectory with sufficient accuracy"
"Udelv, Inc",AVT029,09/11/19,NM0LS7F79J1360493,Yes,Yes,Test Driver,Street,"Unwanted maneuver or stop by vehicle - the vehicle's trajectory planner produced a trajectory that was unsatisfactory, or the vehicle's control systems failed to follow a planned trajectory with sufficient accuracy"
"Udelv, Inc",AVT029,09/11/19,NM0LS7F79J1360493,Yes,Yes,Test Driver,Street,"Unwanted maneuver or stop by vehicle - the vehicle's trajectory planner produced a trajectory that was unsatisfactory, or the vehicle's control systems failed to follow a planned trajectory with sufficient accuracy"
"Udelv, Inc",AVT029,09/11/19,NM0LS7F79J1360493,Yes,Yes,Test Driver,Street,"Unwanted maneuver or stop by vehicle - the vehicle's trajectory planner produced a trajectory that was unsatisfactory, or the vehicle's control systems failed to follow a planned trajectory with sufficient accuracy"
"Udelv, Inc",AVT029,09/11/19,NM0LS7F79J1360493,Yes,Yes,Test Driver,Street,"Unwanted maneuver or stop by vehicle - the vehicle's trajectory planner produced a trajectory that was unsatisfactory, or the vehicle's control systems failed to follow a planned trajectory with sufficient accuracy"
"Udelv, Inc",AVT029,09/12/19,NM0LS7F79J1360493,Yes,Yes,Test Driver,Street,"Unwanted maneuver or stop by vehicle - the vehicle's trajectory planner produced a trajectory that was unsatisfactory, or the vehicle's control systems failed to follow a planned trajectory with sufficient accuracy"
"Udelv, Inc",AVT029,09/12/19,NM0LS7F79J1360493,Yes,Yes,Test Driver,Street,"Unwanted maneuver or stop by vehicle - the vehicle's trajectory planner produced a trajectory that was unsatisfactory, or the vehicle's control systems failed to follow a planned trajectory with sufficient accuracy"
"Udelv, Inc",AVT029,09/12/19,NM0LS7F79J1360493,Yes,Yes,Test Driver,Street,"Unwanted maneuver or stop by vehicle - the vehicle's trajectory planner produced a trajectory that was unsatisfactory, or the vehicle's control systems failed to follow a planned trajectory with sufficient accuracy"
"Udelv, Inc",AVT029,09/12/19,NM0LS7F79J1360493,Yes,Yes,Test Driver,Street,"Unwanted maneuver or stop by vehicle - the vehicle's trajectory planner produced a trajectory that was unsatisfactory, or the vehicle's control systems failed to follow a planned trajectory with sufficient accuracy"
"Udelv, Inc",AVT029,09/12/19,NM0LS7F79J1360493,Yes,Yes,Test Driver,Street,"Unwanted maneuver or stop by vehicle - the vehicle's trajectory planner produced a trajectory that was unsatisfactory, or the vehicle's control systems failed to follow a planned trajectory with sufficient accuracy"
"Udelv, Inc",AVT029,09/12/19,NM0LS7F79J1360493,Yes,Yes,Test Driver,Street,"Unwanted maneuver or stop by vehicle - the vehicle's trajectory planner produced a trajectory that was unsatisfactory, or the vehicle's control systems failed to follow a planned trajectory with sufficient accuracy"
"Udelv, Inc",AVT029,09/13/19,NM0LS7F79J1360493,Yes,Yes,Test Driver,Street,"Unwanted maneuver or stop by vehicle - the vehicle's trajectory planner produced a trajectory that was unsatisfactory, or the vehicle's control systems failed to follow a planned trajectory with sufficient accuracy"
"Udelv, Inc",AVT029,09/13/19,NM0LS7F79J1360493,Yes,Yes,Test Driver,Street,"Unwanted maneuver or stop by vehicle - the vehicle's trajectory planner produced a trajectory that was unsatisfactory, or the vehicle's control systems failed to follow a planned trajectory with sufficient accuracy"
"Udelv, Inc",AVT029,09/13/19,NM0LS7F79J1360493,Yes,Yes,Test Driver,Street,"Unwanted maneuver or stop by vehicle - the vehicle's trajectory planner produced a trajectory that was unsatisfactory, or the vehicle's control systems failed to follow a planned trajectory with sufficient accuracy"
"Udelv, Inc",AVT029,09/13/19,NM0LS7F79J1360493,Yes,Yes,Test Driver,Street,"Unwanted maneuver or stop by vehicle - the vehicle's trajectory planner produced a trajectory that was unsatisfactory, or the vehicle's control systems failed to follow a planned trajectory with sufficient accuracy"
"Udelv, Inc",AVT029,09/13/19,NM0LS7F79J1360493,Yes,Yes,Test Driver,Street,"Unwanted maneuver or stop by vehicle - the vehicle's trajectory planner produced a trajectory that was unsatisfactory, or the vehicle's control systems failed to follow a planned trajectory with sufficient accuracy"
"Udelv, Inc",AVT029,09/13/19,NM0LS7F79J1360493,Yes,Yes,Test Driver,Street,"Unwanted maneuver or stop by vehicle - the vehicle's trajectory planner produced a trajectory that was unsatisfactory, or the vehicle's control systems failed to follow a planned trajectory with sufficient accuracy"
"Udelv, Inc",AVT029,09/13/19,NM0LS7F79J1360493,Yes,Yes,Test Driver,Street,"Unwanted maneuver or stop by vehicle - the vehicle's trajectory planner produced a trajectory that was unsatisfactory, or the vehicle's control systems failed to follow a planned trajectory with sufficient accuracy"
